Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
100803,"EDTA, EDTA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6520: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS                                                                      ",06423: EDTA                                                                                                ,Inativo,Não
10081,"BOTÃO, BOTAO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5355: BOTÕES E PONTEIROS                                                                                                      ,03824: BOTÃO                                                                                               ,Ativo,Não
100811,"PERCABONATO DE O-TERC-BUTILO E DE O-2-ETILEXILO, BACTO E C MEDIUM NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,03197: PERCABONATO DE O-TERC-BUTILO E DE O-2-ETILEXILO                                                     ,Inativo,Não
100820,"EOSINA AMARELADA Y, EOSINA AMARELADA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6820: CORANTES                                                                                                                ,06611: EOSINA AMARELADA Y                                                                                  ,Inativo,Não
100838,"FENOLFTALEÍNA, FENOLFTALEINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07357: FENOLFTALEÍNA                                                                                       ,Inativo,Não
100846,"PIRONA, FENANTROLINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07344: PIRONA                                                                                              ,Inativo,Não
100854,"FLUORESCEÍNA, FLUORESCEINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,07660: FLUORESCEÍNA                                                                                        ,Inativo,Não
100862,"ANISIDINA, FORMALDEIDO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07731: ANISIDINA                                                                                           ,Inativo,Não
100870,"FOSFATO DE CÁLCIO, FOSFATO DE CALCIO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07786: FOSFATO DE CÁLCIO                                                                                   ,Inativo,Não
100889,"ESTILBENO, FOSFORO VERMELHO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,07798: ESTILBENO                                                                                           ,Inativo,Não
100897,"FUCSINA, FUCSINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6550: SUBSTÂNCIAS PARA DIAGNÓSTICO IN VITRO,  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE                                      ",07856: FUCSINA                                                                                             ,Inativo,Não
10090,"CADEADO, CADEADO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,00554: CADEADO                                                                                             ,Ativo,Não
100900,"GLICOSAMINA, GLICOSTAB NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,08011: GLICOSAMINA                                                                                         ,Inativo,Não
100919,"GLICOSAMINA, GLICOSTAB 1 NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,08011: GLICOSAMINA                                                                                         ,Inativo,Não
